"AQI","latitude","longitude","state_name"
30,46.288877,-85.950227,"Michigan"
50,43.047224,-83.670159,"Michigan"
21,43.176672,-85.416608,"Michigan"
44,44.307,-86.242649,"Michigan"
77,42.51334,-83.005971,"Michigan"
8,45.13768,-93.207615,"Minnesota"
23,44.965242,-93.254759,"Minnesota"
59,48.41252,-92.829225,"Minnesota"
6,44.473754,-93.012611,"Minnesota"
20,46.81826,-92.08936,"Minnesota"
35,47.948622,-91.495574,"Minnesota"
80,46.713694,-92.511722,"Minnesota"
33,46.39674,-94.1303,"Minnesota"
38,43.996908,-92.450366,"Minnesota"
21,45.549839,-94.13345,"Minnesota"
84,45.20916,-93.66921,"Minnesota"
89,44.791437,-93.512534,"Minnesota"
9,46.2053,-93.75945,"Minnesota"
84,45.168004,-92.765136,"Minnesota"
80,45.40184,-93.20306,"Minnesota"
10,44.4438,-95.81789,"Minnesota"
63,46.851811,-95.846272,"Minnesota"
88,30.390369,-89.049778,"Mississippi"
42,34.82056,-89.98778,"Mississippi"
15,30.300833,-89.395916,"Mississippi"
85,32.364565,-88.731491,"Mississippi"
42,32.329111,-90.182722,"Mississippi"
36,32.346722,-90.225667,"Mississippi"
85,33.750838,-90.734175,"Mississippi"
84,30.378287,-88.53393,"Mississippi"
74,34.264917,-88.766222,"Mississippi"
85,34.002747,-89.799183,"Mississippi"
72,38.656429,-90.198348,"Missouri"
72,37.70264,-89.69864,"Missouri"
76,38.8994,-90.44917,"Missouri"
50,38.8994,-90.44917,"Missouri"
7,37.256137,-93.299894,"Missouri"
0,38.75961,-94.57983,"Missouri"
36,38.872546,-90.226488,"Missouri"
0,38.872546,-90.226488,"Missouri"
20,39.07803,-92.31632,"Missouri"
87,39.9544,-94.849,"Missouri"
65,37.319186,-93.204411,"Missouri"
15,37.90084,-90.42388,"Missouri"
51,38.448672,-90.395904,"Missouri"
51,37.2385,-94.42468,"Missouri"
21,39.53063,-94.55594,"Missouri"
27,38.75961,-94.57983,"Missouri"
41,39.53063,-94.55594,"Missouri"
90,39.331913,-94.580931,"Missouri"
35,38.70608,-92.09308,"Missouri"
1,38.71085,-90.47606,"Missouri"
70,37.70264,-89.69864,"Missouri"
87,39.474976,-91.788991,"Missouri"
40,39.407452,-94.265373,"Missouri"
47,39.04577,-90.84927,"Missouri"
35,38.71085,-90.47606,"Missouri"
47,38.49015,-90.70509,"Missouri"
56,37.319186,-93.204411,"Missouri"
69,37.90084,-90.42388,"Missouri"
58,39.303174,-94.377014,"Missouri"
89,38.70608,-92.09308,"Missouri"
66,37.70097,-94.03474,"Missouri"
40,39.407452,-94.265373,"Missouri"
74,39.07803,-92.31632,"Missouri"
88,38.448672,-90.395904,"Missouri"
62,39.474976,-91.788991,"Missouri"
33,39.04577,-90.84927,"Missouri"
2,38.49015,-90.70509,"Missouri"
57,39.331913,-94.580931,"Missouri"
79,37.256137,-93.299894,"Missouri"
17,39.303174,-94.377014,"Missouri"
45,37.2385,-94.42468,"Missouri"
49,38.656429,-90.198348,"Missouri"
31,37.70097,-94.03474,"Missouri"
67,39.9544,-94.849,"Missouri"
42,46.8505,-111.987164,"Montana"
22,48.5103,-113.99681,"Montana"
33,47.048537,-109.455315,"Montana"
48,47.8679,-104.676944,"Montana"
35,46.842181,-114.021499,"Montana"
54,48.317507,-107.862471,"Montana"
54,45.366151,-106.48982,"Montana"
12,45.440295,-105.370283,"Montana"
43,41.322508,-95.938593,"Nebraska"
5,42.829154,-97.854129,"Nebraska"
19,41.247486,-95.973142,"Nebraska"
44,40.984723,-96.677513,"Nebraska"
55,36.173415,-115.332728,"Nevada"
15,35.785665,-115.357087,"Nevada"
61,39.645264,-119.840025,"Nevada"
55,39.472471,-118.783624,"Nevada"
35,39.621434,-119.71877,"Nevada"
45,39.521933,-119.7954,"Nevada"
82,39.399837,-119.739606,"Nevada"
80,36.048705,-115.052942,"Nevada"
63,36.16976,-115.263038,"Nevada"
47,39.250409,-119.956738,"Nevada"
0,35.978149,-114.846313,"Nevada"
60,36.270592,-115.238282,"Nevada"
31,36.569333,-115.676651,"Nevada"
15,36.141875,-115.078742,"Nevada"
60,36.004733,-115.268517,"Nevada"
21,35.987908,-115.148885,"Nevada"
50,35.969848,-114.835007,"Nevada"
76,39.00512,-114.21593,"Nevada"
62,36.318874,-115.586128,"Nevada"
29,36.214465,-115.091437,"Nevada"
80,39.540917,-119.746761,"Nevada"
34,39.602787,-119.247741,"Nevada"
23,40.733,-115.23,"Nevada"
15,36.815897,-114.050347,"Nevada"
18,36.106389,-115.253333,"Nevada"
23,39.469219,-119.775354,"Nevada"
50,39.1447,-119.7661,"Nevada"
3,42.86183,-71.878626,"New Hampshire"
38,43.629605,-72.309499,"New Hampshire"
22,43.944519,-71.700788,"New Hampshire"
52,42.930521,-72.272332,"New Hampshire"
32,43.2185,-71.5145,"New Hampshire"
3,43.566122,-71.496335,"New Hampshire"
2,43.045269,-70.713958,"New Hampshire"
63,43.075371,-70.748017,"New Hampshire"
3,42.862531,-71.38014,"New Hampshire"
45,44.270093,-71.303821,"New Hampshire"
18,44.308132,-71.217639,"New Hampshire"
80,42.718653,-71.522416,"New Hampshire"
8,40.277647,-74.0051,"New Jersey"
29,39.934559,-75.125219,"New Jersey"
77,40.06483,-74.44405,"New Jersey"
44,39.464872,-74.448736,"New Jersey"
66,39.422273,-75.025204,"New Jersey"
29,39.800339,-75.212119,"New Jersey"
49,40.283092,-74.742613,"New Jersey"
71,40.787628,-74.676301,"New Jersey"
74,40.870436,-73.991994,"New Jersey"
10,40.3125,-74.8729,"New Jersey"
12,39.68425,-74.861491,"New Jersey"
89,40.462182,-74.429439,"New Jersey"
17,41.058617,-74.255544,"New Jersey"
76,40.720989,-74.192892,"New Jersey"
49,40.67025,-74.126081,"New Jersey"
49,40.92458,-75.067815,"New Jersey"
55,40.515262,-74.806671,"New Jersey"
80,32.041212,-106.40971,"New Mexico"
9,35.299484,-106.548914,"New Mexico"
85,32.726656,-103.122917,"New Mexico"
84,35.61975,-106.07968,"New Mexico"
86,35.01708,-106.65739,"New Mexico"
15,32.317593,-106.768337,"New Mexico"
72,36.187742,-106.698369,"New Mexico"
29,36.035,-107.904167,"New Mexico"
19,31.796218,-106.584434,"New Mexico"
22,31.787885,-106.683324,"New Mexico"
85,36.8071,-108.69523,"New Mexico"
89,32.178157,-104.443447,"New Mexico"
23,36.742227,-107.977567,"New Mexico"
26,36.796667,-108.473138,"New Mexico"
81,34.8147,-106.7396,"New Mexico"
36,35.1852,-106.50815,"New Mexico"
61,35.1343,-106.5852,"New Mexico"
35,31.930659,-106.631103,"New Mexico"
85,32.380118,-104.262726,"New Mexico"
4,36.809735,-107.652192,"New Mexico"
55,42.4006,-76.6538,"New York"
82,43.9731,-74.2232,"New York"
47,43.14618,-77.54817,"New York"
26,42.09142,-77.20978,"New York"
75,40.73614,-73.82153,"New York"
21,40.961017,-73.139046,"New York"
89,43.28428,-76.46324,"New York"
55,44.980577,-74.695005,"New York"
42,44.980577,-74.695005,"New York"
84,41.52375,-74.21534,"New York"
72,40.816,-73.902,"New York"
50,40.74529,-73.41919,"New York"
6,40.81976,-73.94825,"New York"
82,42.68075,-73.75733,"New York"
3,43.01209,-73.6489,"New York"
81,40.96078,-72.71238,"New York"
40,43.23086,-77.17136,"New York"
32,44.08747,-75.97316,"New York"
63,41.78555,-73.74136,"New York"
29,40.58027,-74.19832,"New York"
54,41.18208,-74.02819,"New York"
1,44.36608,-73.90312,"New York"
1,41.45589,-73.70977,"New York"
20,44.39308,-73.8589,"New York"
0,41.05192,-73.76366,"New York"
82,43.44957,-74.51625,"New York"
88,42.99328,-78.77153,"New York"
77,43.22386,-78.47888,"New York"
43,40.8679,-73.87809,"New York"
57,40.82799,-73.05754,"New York"
17,43.05235,-76.05921,"New York"
30,42.49963,-79.31881,"New York"
44,35.2401,-80.785683,"North Carolina"
48,36.1058,-82.0454,"North Carolina"
26,35.0608,-83.4306,"North Carolina"
31,35.2632,-79.8365,"North Carolina"
23,34.8848,-76.6203,"North Carolina"
62,35.856111,-78.574167,"North Carolina"
14,35.500102,-82.59986,"North Carolina"
61,35.641276,-77.360126,"North Carolina"
26,35.2318,-77.5669,"North Carolina"
31,35.765413,-82.264944,"North Carolina"
78,35.158686,-78.728035,"North Carolina"
33,35.507224,-82.963625,"North Carolina"
73,35.9138,-81.191,"North Carolina"
6,35.59095,-78.4622,"North Carolina"
42,35.9359,-81.5306,"North Carolina"
42,36.11094,-80.224501,"North Carolina"
31,36.307033,-79.467417,"North Carolina"
50,36.141111,-78.768056,"North Carolina"
56,35.551868,-80.395039,"North Carolina"
64,34.974039,-80.540622,"North Carolina"
63,35.81066,-76.9063,"North Carolina"
86,35.438556,-81.27675,"North Carolina"
18,35.524544,-83.235981,"North Carolina"
31,35.379167,-82.7925,"North Carolina"
34,36.051805,-80.144933,"North Carolina"
55,36.308889,-79.859167,"North Carolina"
33,35.434767,-83.442133,"North Carolina"
62,36.306965,-79.09197,"North Carolina"
0,35.972347,-81.933072,"North Carolina"
87,35.002304,-78.991692,"North Carolina"
15,34.364167,-77.838611,"North Carolina"
52,36.109006,-79.802314,"North Carolina"
89,36.026612,-80.341962,"North Carolina"
82,35.988278,-77.5843,"North Carolina"
23,35.314158,-80.713469,"North Carolina"
38,36.032955,-78.904037,"North Carolina"
14,35.498711,-83.310242,"North Carolina"
67,35.2578,-83.7955,"North Carolina"
78,35.587144,-83.074156,"North Carolina"
19,47.185833,-101.428056,"North Dakota"
7,46.825425,-100.76821,"North Dakota"
59,46.933754,-96.85535,"North Dakota"
51,47.342423,-102.645864,"North Dakota"
52,47.5812,-103.2995,"North Dakota"
20,47.940861,-101.571583,"North Dakota"
50,46.8943,-103.37853,"North Dakota"
89,47.298611,-101.766944,"North Dakota"
87,48.64193,-102.4018,"North Dakota"
23,40.00103,-83.80456,"Ohio"
77,41.096188,-80.658867,"Ohio"
41,41.361835,-81.86457,"Ohio"
85,39.2787,-84.36625,"Ohio"
88,41.377685,-83.611104,"Ohio"
27,41.959695,-80.572808,"Ohio"
80,39.785644,-84.134412,"Ohio"
63,40.356694,-83.063971,"Ohio"
32,41.673006,-81.422455,"Ohio"
6,38.508075,-82.659241,"Ohio"
66,41.103028,-81.496253,"Ohio"
80,41.106486,-81.503547,"Ohio"
36,40.93133,-81.123519,"Ohio"
38,40.82812,-81.3785,"Ohio"
49,39.12886,-84.50404,"Ohio"
63,41.492117,-81.678449,"Ohio"
13,41.55523,-81.575256,"Ohio"
52,40.0877,-82.959773,"Ohio"
40,39.384671,-84.540537,"Ohio"
64,40.026037,-82.432996,"Ohio"
29,39.42689,-84.20077,"Ohio"
13,40.770944,-84.0539,"Ohio"
43,39.432117,-81.460443,"Ohio"
85,41.536942,-81.458871,"Ohio"
20,39.529112,-84.394003,"Ohio"
87,41.726811,-81.242156,"Ohio"
23,39.954457,-82.75892,"Ohio"
62,40.3663,-80.6158,"Ohio"
71,41.644067,-83.54616,"Ohio"
70,41.4942,-83.718949,"Ohio"
32,39.66575,-83.94268,"Ohio"
54,39.0828,-84.1441,"Ohio"
43,40.712778,-81.598333,"Ohio"
26,40.08502,-84.113808,"Ohio"
65,40.27886,-82.679563,"Ohio"
67,39.21487,-84.69086,"Ohio"
75,39.85567,-83.99773,"Ohio"
26,40.084514,-82.815585,"Ohio"
68,39.83562,-84.720524,"Ohio"
83,41.420882,-82.095729,"Ohio"
75,39.5327,-84.7286,"Ohio"
37,41.182466,-81.330486,"Ohio"
22,38.62901,-82.45886,"Ohio"
85,39.9428,-81.3373,"Ohio"
85,41.240453,-80.66272,"Ohio"
53,41.0604,-81.9239,"Ohio"
49,41.515051,-81.249906,"Ohio"
48,39.78819,-83.47606,"Ohio"
86,39.6359,-83.2605,"Ohio"
1,41.454568,-80.589528,"Ohio"
62,39.427535,-83.788916,"Ohio"
49,41.669001,-83.28717,"Ohio"
28,35.750735,-94.669697,"Oklahoma"
75,36.204902,-95.976537,"Oklahoma"
61,36.133802,-95.764537,"Oklahoma"
1,34.745832,-98.967698,"Oklahoma"
84,36.35586,-96.01243,"Oklahoma"
17,33.880812,-97.275896,"Oklahoma"
1,36.228408,-95.249943,"Oklahoma"
68,35.614131,-97.475083,"Oklahoma"
50,34.153,-95.3213,"Oklahoma"
4,34.63298,-98.42879,"Oklahoma"
36,35.477801,-97.303044,"Oklahoma"
29,36.908115,-95.88235,"Oklahoma"
44,35.40814,-94.524413,"Oklahoma"
90,35.953708,-96.004975,"Oklahoma"
32,36.91841,-95.632286,"Oklahoma"
10,36.105481,-96.361196,"Oklahoma"
69,36.158414,-98.931973,"Oklahoma"
90,34.885608,-95.78441,"Oklahoma"
73,34.984686,-97.522753,"Oklahoma"
60,35.320105,-97.484099,"Oklahoma"
61,35.901324,-96.012749,"Oklahoma"
47,35.479215,-97.751503,"Oklahoma"
1,36.922222,-94.838889,"Oklahoma"
40,45.25928,-122.588151,"Oregon"
1,45.768531,-122.7721,"Oregon"
0,42.229891,-122.7877,"Oregon"
58,44.026312,-123.083737,"Oregon"
9,43.8345,-123.0353,"Oregon"
34,44.81029,-122.915085,"Oregon"
83,45.496641,-122.602877,"Oregon"
13,45.828968,-119.262991,"Oregon"
49,45.393497,-122.747894,"Oregon"
77,44.943114,-123.005934,"Oregon"
50,45.50077,-122.5717,"Oregon"
3,40.46542,-79.960757,"Pennsylvania"
64,39.917663,-79.805499,"Pennsylvania"
41,40.535278,-78.370833,"Pennsylvania"
24,40.107222,-74.882222,"Pennsylvania"
0,40.107222,-74.882222,"Pennsylvania"
20,39.835556,-75.3725,"Pennsylvania"
6,40.814183,-79.56475,"Pennsylvania"
73,40.375644,-80.169943,"Pennsylvania"
7,40.611944,-75.4325,"Pennsylvania"
15,40.747796,-80.316442,"Pennsylvania"
31,41.479116,-75.578186,"Pennsylvania"
79,40.146667,-79.902222,"Pennsylvania"
75,42.14175,-80.038611,"Pennsylvania"
66,41.215014,-80.484779,"Pennsylvania"
85,40.304694,-79.505667,"Pennsylvania"
88,40.272222,-76.681389,"Pennsylvania"
22,40.309722,-78.915,"Pennsylvania"
84,40.046667,-76.283333,"Pennsylvania"
60,41.2508,-76.9238,"Pennsylvania"
43,40.995848,-80.346442,"Pennsylvania"
24,40.112222,-75.309167,"Pennsylvania"
70,39.991389,-75.080833,"Pennsylvania"
18,40.076389,-75.011944,"Pennsylvania"
10,40.008889,-75.09778,"Pennsylvania"
71,41.442778,-75.623056,"Pennsylvania"
74,40.811389,-77.877028,"Pennsylvania"
77,41.265556,-75.846389,"Pennsylvania"
16,39.965278,-76.699444,"Pennsylvania"
31,40.628056,-75.341111,"Pennsylvania"
36,40.617488,-79.727664,"Pennsylvania"
68,40.246992,-76.846988,"Pennsylvania"
68,41.1175,-78.526194,"Pennsylvania"
45,40.043833,-76.1124,"Pennsylvania"
53,41.08306,-75.32328,"Pennsylvania"
14,40.56333,-78.919972,"Pennsylvania"
44,40.684722,-80.359722,"Pennsylvania"
30,39.80933,-80.26567,"Pennsylvania"
83,39.9231,-77.3078,"Pennsylvania"
78,41.705226,-76.512726,"Pennsylvania"
67,41.4271,-80.1451,"Pennsylvania"
74,40.7208,-77.9319,"Pennsylvania"
59,40.338516,-76.394788,"Pennsylvania"
47,40.268963,-80.243995,"Pennsylvania"
70,39.9878,-79.2515,"Pennsylvania"
49,41.644722,-76.939167,"Pennsylvania"
69,39.834461,-75.768242,"Pennsylvania"
5,40.56252,-80.503948,"Pennsylvania"
0,39.92002,-77.30968,"Pennsylvania"
56,39.86097,-76.462055,"Pennsylvania"
2,40.38335,-75.9686,"Pennsylvania"
58,40.51408,-75.789721,"Pennsylvania"
59,41.598119,-78.767867,"Pennsylvania"
58,40.445278,-80.420833,"Pennsylvania"
65,39.961111,-77.475556,"Pennsylvania"
78,41.615237,-71.72,"Rhode Island"
3,41.49511,-71.423705,"Rhode Island"
74,41.377434,-71.524337,"Rhode Island"
31,41.841039,-71.36097,"Rhode Island"
17,33.8005,-78.9941,"South Carolina"
62,34.9127,-80.8745,"South Carolina"
63,32.941023,-79.657187,"South Carolina"
4,33.81468,-80.781135,"South Carolina"
51,34.635958,-82.810667,"South Carolina"
4,33.342226,-81.788731,"South Carolina"
68,34.285696,-79.744859,"South Carolina"
45,34.093959,-80.962304,"South Carolina"
46,34.615367,-80.198787,"South Carolina"
84,34.988706,-82.075802,"South Carolina"
68,34.751848,-82.256701,"South Carolina"
3,33.183016,-80.030712,"South Carolina"
53,33.739963,-81.853635,"South Carolina"
57,34.131262,-80.868318,"South Carolina"
58,34.977,-81.207,"South Carolina"
69,43.55764,-103.48386,"South Dakota"
34,43.59901,-96.78331,"South Dakota"
58,43.74561,-101.941218,"South Dakota"
18,43.54792,-96.700769,"South Dakota"
8,44.155636,-103.315765,"South Dakota"
49,44.348604,-96.807299,"South Dakota"
28,44.89965,-97.128802,"South Dakota"
46,42.751518,-96.707208,"South Dakota"
9,35.63348,-83.941606,"Tennessee"
18,36.0388,-85.7331,"Tennessee"
12,35.151699,-89.850249,"Tennessee"
81,36.46983,-83.826511,"Tennessee"
60,36.105629,-83.602077,"Tennessee"
69,36.019186,-83.87381,"Tennessee"
31,35.233476,-85.181581,"Tennessee"
37,36.150799,-86.623297,"Tennessee"
60,36.541365,-82.424555,"Tennessee"
16,35.949765,-87.138246,"Tennessee"
60,35.964969,-84.22317,"Tennessee"
2,36.58211,-82.485742,"Tennessee"
81,36.060895,-86.286291,"Tennessee"
81,35.378153,-89.83447,"Tennessee"
33,36.085508,-83.764806,"Tennessee"
68,36.29756,-86.653137,"Tennessee"
18,35.603056,-83.783611,"Tennessee"
41,35.603056,-83.783611,"Tennessee"
79,36.205055,-86.74472,"Tennessee"
37,35.562872,-83.497941,"Tennessee"
86,35.217501,-90.019707,"Tennessee"
45,35.696758,-83.609612,"Tennessee"
70,35.102638,-85.162194,"Tennessee"
60,35.721095,-84.343035,"Tennessee"
52,31.765685,-106.455227,"Texas"
71,32.98426,-97.063721,"Texas"
86,29.802707,-95.125495,"Texas"
68,32.175417,-96.870189,"Texas"
51,32.820061,-96.860117,"Texas"
79,31.768286,-106.501243,"Texas"
89,31.893913,-106.425827,"Texas"
67,29.733726,-95.257593,"Texas"
5,29.254474,-94.861289,"Texas"
81,30.7017,-94.6742,"Texas"
14,29.30265,-103.17781,"Texas"
57,33.219069,-97.196284,"Texas"
39,30.039524,-95.673951,"Texas"
79,29.670025,-95.128508,"Texas"
79,32.80581,-97.356529,"Texas"
46,29.979958,-94.004746,"Texas"
41,34.8803,-101.6649,"Texas"
67,31.746775,-106.402806,"Texas"
23,29.901036,-95.326137,"Texas"
48,32.564968,-96.317687,"Texas"
33,29.727931,-93.894081,"Texas"
25,32.919206,-96.808498,"Texas"
55,30.036422,-94.071061,"Texas"
64,32.353595,-97.436742,"Texas"
55,30.350302,-95.425128,"Texas"
81,32.482083,-97.026899,"Texas"
52,29.758889,-95.079444,"Texas"
17,31.653086,-97.070704,"Texas"
47,29.043759,-95.472946,"Texas"
26,29.51509,-98.620166,"Texas"
43,29.823319,-94.983786,"Texas"
29,29.9425,-94.000556,"Texas"
69,32.676451,-96.87206,"Texas"
45,29.623889,-95.474167,"Texas"
60,32.344027,-95.415754,"Texas"
62,27.517456,-99.515222,"Texas"
52,29.520443,-95.392509,"Texas"
76,29.834167,-95.489167,"Texas"
83,32.936523,-96.459211,"Texas"
31,32.868773,-97.905931,"Texas"
58,31.785769,-106.323578,"Texas"
86,31.891389,-104.809722,"Texas"
26,33.153088,-96.115572,"Texas"
9,30.085263,-93.761341,"Texas"
65,26.22621,-98.291069,"Texas"
41,32.987891,-97.477175,"Texas"
64,29.767997,-95.220582,"Texas"
75,29.772915,-95.395784,"Texas"
56,28.836214,-97.005525,"Texas"
24,29.828086,-95.284096,"Texas"
60,33.1324,-96.786419,"Texas"
73,30.354944,-97.761803,"Texas"
51,29.897516,-93.991084,"Texas"
29,33.410648,-96.94459,"Texas"
72,29.695729,-95.499219,"Texas"
41,32.442304,-97.803529,"Texas"
29,32.031934,-96.399141,"Texas"
90,32.65637,-97.088598,"Texas"
47,29.625556,-95.267222,"Texas"
4,32.669001,-94.167468,"Texas"
36,27.832413,-97.555387,"Texas"
46,30.483163,-97.875084,"Texas"
90,29.632058,-98.564936,"Texas"
60,32.922492,-97.282099,"Texas"
89,32.378696,-94.711813,"Texas"
12,29.583047,-95.015544,"Texas"
83,31.86247,-106.5473,"Texas"
20,29.686389,-95.294722,"Texas"
50,27.76534,-97.434262,"Texas"
45,29.275381,-98.311692,"Texas"
37,31.088002,-97.679734,"Texas"
6,31.6675,-106.288,"Texas"
73,29.723333,-95.635833,"Texas"
28,29.863957,-94.317802,"Texas"
71,26.200335,-97.712684,"Texas"
70,31.122419,-97.431052,"Texas"
26,37.775556,-111.614722,"Utah"
31,40.483598,-109.906796,"Utah"
29,40.922,-109.392,"Utah"
83,37.74743,-113.055525,"Utah"
30,40.662878,-111.901188,"Utah"
7,40.136336,-111.660502,"Utah"
45,39.60996,-110.800749,"Utah"
54,40.294178,-110.009732,"Utah"
88,40.46471,-109.561472,"Utah"
17,40.807897,-112.087717,"Utah"
90,40.736389,-111.872222,"Utah"
42,37.823,-109.771,"Utah"
7,40.569,-111.659,"Utah"
39,40.78422,-111.931,"Utah"
19,40.598056,-111.894167,"Utah"
26,37.775544,-111.615473,"Utah"
41,40.777145,-111.945849,"Utah"
19,40.294178,-110.009732,"Utah"
36,38.45832,-109.82126,"Utah"
44,37.1983,-113.1506,"Utah"
85,40.4372,-109.3047,"Utah"
23,40.600532,-112.353414,"Utah"
49,40.902967,-111.884467,"Utah"
87,40.216779,-110.182742,"Utah"
80,40.538,-109.7,"Utah"
6,41.842649,-111.852199,"Utah"
36,41.945874,-112.233973,"Utah"
47,40.206291,-109.353932,"Utah"
30,37.179125,-113.305096,"Utah"
83,40.709762,-112.00876,"Utah"
0,41.303614,-111.987871,"Utah"
48,40.05671,-109.688108,"Utah"
51,40.341389,-111.713611,"Utah"
38,40.496392,-112.036298,"Utah"
11,42.88759,-73.24984,"Vermont"
48,44.52839,-72.86884,"Vermont"
88,43.608056,-72.982778,"Vermont"
30,38.5231,-78.43471,"Virginia"
35,37.1655,-78.3069,"Virginia"
21,37.55652,-77.40027,"Virginia"
10,37.3232,-80.4572,"Virginia"
68,38.20087,-77.37742,"Virginia"
28,37.62668,-79.51257,"Virginia"
89,38.47367,-77.76772,"Virginia"
15,36.90118,-76.43808,"Virginia"
72,38.47753,-78.81952,"Virginia"
4,38.07657,-78.50397,"Virginia"
36,37.35748,-77.59355,"Virginia"
75,39.28102,-78.08157,"Virginia"
39,38.85287,-77.63462,"Virginia"
38,37.28342,-79.88452,"Virginia"
80,39.02473,-77.48925,"Virginia"
85,37.103733,-76.387017,"Virginia"
75,38.8577,-77.05922,"Virginia"
30,36.66525,-76.73078,"Virginia"
43,36.89117,-81.25423,"Virginia"
17,37.60613,-77.2188,"Virginia"
19,37.34438,-77.25925,"Virginia"
71,38.48123,-77.3704,"Virginia"
46,38.77335,-77.10468,"Virginia"
20,48.29786,-124.62491,"Washington"
17,46.2026,-117.9539,"Washington"
58,47.568236,-122.308628,"Washington"
0,47.49022,-121.77278,"Washington"
30,46.7841,-121.740367,"Washington"
28,46.204582,-119.243743,"Washington"
44,48.52059,-122.61428,"Washington"
25,47.5525,-122.064722,"Washington"
36,47.41645,-117.52997,"Washington"
73,47.82728,-117.27422,"Washington"
3,47.1411,-121.9379,"Washington"
18,48.95074,-122.55441,"Washington"
60,45.616667,-122.516667,"Washington"
17,48.397787,-122.504971,"Washington"
71,39.323533,-81.552367,"West Virginia"
28,38.346258,-81.621161,"West Virginia"
68,39.649367,-79.920867,"West Virginia"
29,38.8795,-80.8477,"West Virginia"
3,38.410242,-82.432436,"West Virginia"
63,40.114876,-80.700972,"West Virginia"
8,37.908533,-80.632633,"West Virginia"
41,40.427372,-80.592318,"West Virginia"
75,39.448105,-77.963845,"West Virginia"
65,39.0905,-79.6617,"West Virginia"
83,43.060975,-87.913504,"Wisconsin"
48,43.46611,-88.62111,"Wisconsin"
75,45.2066,-90.5969,"Wisconsin"
88,43.6874,-88.42205,"Wisconsin"
87,44.13862,-87.61612,"Wisconsin"
1,43.34317,-87.92087,"Wisconsin"
31,46.0519,-89.654,"Wisconsin"
40,43.31551,-89.10889,"Wisconsin"
8,42.51831,-89.06347,"Wisconsin"
69,43.66737,-87.71631,"Wisconsin"
0,43.1818,-87.901,"Wisconsin"
9,45.56498,-88.80859,"Wisconsin"
90,42.66218,-88.48703,"Wisconsin"
26,43.815596,-87.792235,"Wisconsin"
33,44.70735,-89.77192,"Wisconsin"
54,44.76249,-91.41445,"Wisconsin"
6,44.53098,-87.90799,"Wisconsin"
75,43.4983,-87.8102,"Wisconsin"
71,43.0034,-88.8283,"Wisconsin"
42,46.60234,-90.65615,"Wisconsin"
54,45.2384,-86.994,"Wisconsin"
36,42.77711,-87.79689,"Wisconsin"
42,43.020075,-88.21507,"Wisconsin"
38,43.7775,-91.2269,"Wisconsin"
57,43.4351,-89.67979,"Wisconsin"
87,42.5956,-87.88576,"Wisconsin"
80,44.30738,-88.39509,"Wisconsin"
10,42.50472,-87.8093,"Wisconsin"
1,43.09456,-87.90144,"Wisconsin"
80,43.01724,-87.93369,"Wisconsin"
0,43.10101,-89.35768,"Wisconsin"
61,44.44312,-87.50525,"Wisconsin"
71,44.6522,-105.2903,"Wyoming"
48,41.182227,-104.778334,"Wyoming"
44,43.081667,-107.549444,"Wyoming"
13,42.9288,-109.788,"Wyoming"
51,42.8608,-106.23586,"Wyoming"
90,44.933611,-106.847222,"Wyoming"
49,42.869824,-109.87076,"Wyoming"
33,42.719,-109.753,"Wyoming"
76,42.7907,-110.0551,"Wyoming"
40,41.750556,-109.788333,"Wyoming"
49,43.670833,-110.599472,"Wyoming"
2,41.3642,-106.2399,"Wyoming"
85,44.56536,-110.40034,"Wyoming"
28,42.529999,-108.720003,"Wyoming"
37,42.373499,-109.560498,"Wyoming"
24,42.486361,-110.098861,"Wyoming"
18,42.994444,-108.370278,"Wyoming"
57,43.02421,-108.3637,"Wyoming"
32,41.783083,-110.53788,"Wyoming"
21,42.82231,-106.36501,"Wyoming"
3,43.873056,-104.191944,"Wyoming"
48,41.677667,-108.024835,"Wyoming"
24,44.28,-108.041111,"Wyoming"
70,43.101281,-105.498931,"Wyoming"
60,43.87483,-106.50974,"Wyoming"
49,41.55643,-109.53044,"Wyoming"
0,41.32417,-105.61489,"Wyoming"
